symbol,mode,ipo_short_window,series_hash,split_cut,hist_bars,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,vol_ratio,obv_gain,obv_filter_pass,base_qualify_date,tv20_cr_at_q,shelf_start_date,shelf_high,shelf_low,shelf_range_pct,shelf_S,shelf_ok_s20,shelf_ok_s30,ath_before_breakout,dist_to_ath_pct,ath_ge_095,ath_new_high,trigger_date,trigger_close,vol_multiple,volx_ge_5,volx_ge_9,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
5PAISA,L120,0,64bc97d69e34,0,899,2021-01-12,377.3,2021-02-23,243.25,35.53,120,0.345,0.703,7.775e-05,0.339,0.417,1.63,0.2955,1,2021-06-21,2.75,2021-06-16,436.15,415.8,4.67,15,0,0,444.65,2.99,1,1,2021-07-07,457.95,3.53,0,0,12,5.0,1.78,2021-07-08,467.0,0.291,0.14,-15.76,-41.56,2021-08-18,1.04,29,0,24.2,-43.29
ABDL,L120,0,aab61d38784b,0,256,2025-01-03,433.83,2025-05-02,302.23,30.33,120,0.697,0.82,1.047e-04,0.506,0.458,1.297,0.4618,1,2025-06-23,24.01,2025-06-23,447.25,424.05,5.19,15,1,0,447.25,8.76,1,1,2025-07-14,486.45,5.15,1,0,15,8.76,16.41,2025-07-15,488.8,0.4094,11.51,12.8,26.72,2025-12-02,22.46,96,0,45.6,-21.83
ABREL,L120,0,12998d025a92,1,970,2022-12-02,810.7,2023-02-24,606.4,25.2,120,0.622,0.819,3.888e-05,0.693,0.417,1.755,0.4104,1,2023-05-08,16.03,2023-08-14,1072.05,977.4,8.83,15,1,1,1076.2,3.6,1,1,2023-09-05,1114.95,7.11,1,0,84,6.08,15.36,2023-09-06,1114.95,0.4304,18.63,30.08,111.22,2023-10-23,-4.76,32,0,126.47,-10.7
ABREL,L180,0,12998d025a92,1,970,2022-09-12,937.55,2023-02-24,606.4,35.32,180,0.682,0.746,2.264e-05,0.697,0.467,1.894,0.4616,1,2023-05-24,17.8,2023-08-14,1072.05,977.4,8.83,15,1,1,1076.2,3.6,1,1,2023-09-05,1114.95,7.11,1,0,72,6.08,15.36,2023-09-06,1114.95,0.4036,18.63,30.08,111.22,2023-10-23,-4.76,32,0,126.47,-10.7
ABREL,VAR,0,12998d025a92,1,970,2022-09-12,937.55,2023-02-24,606.4,35.32,171,0.676,0.751,2.460e-05,0.695,0.491,2.074,0.4512,1,2023-05-22,20.99,2023-08-14,1072.05,977.4,8.83,15,1,1,1076.2,3.6,1,1,2023-09-05,1114.95,7.11,1,0,74,6.08,15.36,2023-09-06,1114.95,0.4422,18.63,30.08,111.22,2023-10-23,-4.76,32,0,126.47,-10.7
ACMESOLAR,L120,1,7f8628ee174f,0,161,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,0.582,0.0826,0,2025-05-12,12.71,2025-06-19,262.72,245.38,6.6,15,1,1,280.38,2.3,1,1,2025-07-10,286.83,25.17,1,1,43,9.18,14.66,2025-07-11,293.64,0.3343,-1.28,-18.18,31.2,2025-09-26,-9.17,54,0,35.76,-33.34
ACMESOLAR,L180,1,7f8628ee174f,0,161,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,0.582,0.0826,0,2025-05-12,12.71,2025-06-19,262.72,245.38,6.6,15,1,1,280.38,2.3,1,1,2025-07-10,286.83,25.17,1,1,43,9.18,14.66,2025-07-11,293.64,0.3343,-1.28,-18.18,31.2,2025-09-26,-9.17,54,0,35.76,-33.34
ACMESOLAR,L180,0,7f8628ee174f,0,379,2025-09-12,318.52,2026-01-23,198.78,37.59,180,0.609,0.71,4.027e-05,0.541,0.417,0.985,0.4051,0,2026-05-12,38.71,2026-05-11,310.1,275.6,11.13,15,1,1,318.52,5.1,1,1,2026-06-02,334.75,9.2,1,1,14,8.97,41.56,2026-06-03,335.0,0.3476,18.19,19.94,19.94,,19.94,72,1,28.51,-3.27
ACMESOLAR,L250,1,7f8628ee174f,0,161,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,0.582,0.0826,0,2025-05-12,12.71,2025-06-19,262.72,245.38,6.6,15,1,1,280.38,2.3,1,1,2025-07-10,286.83,25.17,1,1,43,9.18,14.66,2025-07-11,293.64,0.3343,-1.28,-18.18,31.2,2025-09-26,-9.17,54,0,35.76,-33.34
ACMESOLAR,VAR,1,7f8628ee174f,0,161,2024-12-03,280.38,2025-01-28,173.53,38.11,96,0.411,0.808,8.396e-05,0.699,0.51,1.224,0.1098,1,2025-04-24,18.43,2025-06-19,262.72,245.38,6.6,15,1,1,280.38,2.3,1,1,2025-07-10,286.83,25.17,1,1,54,9.18,14.66,2025-07-11,293.64,0.5112,-1.28,-18.18,31.2,2025-09-26,-9.17,54,0,35.76,-33.34
