symbol,mode,ipo_short_window,series_hash,split_cut,hist_bars,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,vol_ratio,obv_gain,obv_filter_pass,base_qualify_date,tv20_cr_at_q,shelf_start_date,shelf_high,shelf_low,shelf_range_pct,shelf_S,shelf_ok_s20,shelf_ok_s30,ath_before_breakout,dist_to_ath_pct,ath_ge_095,ath_new_high,trigger_date,trigger_close,vol_multiple,volx_ge_5,volx_ge_9,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
5PAISA,L120,0,64bc97d69e34,0,899,2021-01-12,377.3,2021-02-23,243.25,35.53,120,0.345,0.703,7.775e-05,0.339,0.417,1.63,0.2955,1,2021-06-21,2.75,2021-06-16,436.15,415.8,4.67,15,0,0,444.65,2.99,1,1,2021-07-07,457.95,3.53,0,0,12,5.0,1.78,2021-07-08,467.0,0.291,0.14,-15.76,-41.56,2021-08-18,1.04,29,0,24.2,-43.29
AAKASH,VAR,0,632d8ed3050f,0,515,2021-09-06,29.19,2021-10-28,17.98,38.4,90,0.404,0.739,1.867e-04,0.498,0.433,1.116,0.4143,0,2022-01-13,3.72,2022-01-11,27.68,25.36,8.38,15,1,0,29.19,-3.29,1,0,2022-02-02,28.23,35.71,1,1,13,1.99,2.11,2022-02-03,29.4,0.4128,-5.78,-53.57,-78.06,2022-03-16,-7.65,29,0,14.97,-79.25
ABDL,L120,0,aab61d38784b,0,256,2025-01-03,433.83,2025-05-02,302.23,30.33,120,0.697,0.82,1.047e-04,0.506,0.458,1.297,0.4618,1,2025-06-23,24.01,2025-06-23,447.25,424.05,5.19,15,1,0,447.25,8.76,1,1,2025-07-14,486.45,5.15,1,0,15,8.76,16.41,2025-07-15,488.8,0.4094,11.51,12.8,26.72,2025-12-02,22.46,96,0,45.6,-21.83
ABREL,L120,0,12998d025a92,1,970,2022-12-02,810.7,2023-02-24,606.4,25.2,120,0.622,0.819,3.888e-05,0.693,0.417,1.755,0.4104,1,2023-05-08,16.03,2023-08-14,1072.05,977.4,8.83,15,1,1,1076.2,3.6,1,1,2023-09-05,1114.95,7.11,1,0,84,6.08,15.36,2023-09-06,1114.95,0.4304,18.63,30.08,111.22,2023-10-23,-4.76,32,0,126.47,-10.7
ABREL,L180,0,12998d025a92,1,970,2022-09-12,937.55,2023-02-24,606.4,35.32,180,0.682,0.746,2.264e-05,0.697,0.467,1.894,0.4616,1,2023-05-24,17.8,2023-08-14,1072.05,977.4,8.83,15,1,1,1076.2,3.6,1,1,2023-09-05,1114.95,7.11,1,0,72,6.08,15.36,2023-09-06,1114.95,0.4036,18.63,30.08,111.22,2023-10-23,-4.76,32,0,126.47,-10.7
ABREL,VAR,0,12998d025a92,1,970,2022-09-12,937.55,2023-02-24,606.4,35.32,171,0.676,0.751,2.460e-05,0.695,0.491,2.074,0.4512,1,2023-05-22,20.99,2023-08-14,1072.05,977.4,8.83,15,1,1,1076.2,3.6,1,1,2023-09-05,1114.95,7.11,1,0,74,6.08,15.36,2023-09-06,1114.95,0.4422,18.63,30.08,111.22,2023-10-23,-4.76,32,0,126.47,-10.7
ABSLAMC,L120,0,83fc23c016cb,0,930,2024-11-27,883.5,2025-03-13,591.2,33.08,120,0.639,0.878,5.627e-05,0.697,0.583,0.88,0.2335,0,2025-05-21,24.8,2025-06-19,817.3,735.25,10.04,15,1,1,883.5,-3.76,1,0,2025-07-10,850.3,4.84,0,0,36,4.05,18.09,2025-07-11,853.95,0.5948,-3.89,-2.38,29.33,2025-09-17,-4.39,47,0,39.94,-17.09
ABSLAMC,VAR,0,83fc23c016cb,0,930,2024-11-27,883.5,2025-03-13,591.2,33.08,119,0.636,0.882,5.811e-05,0.691,0.588,0.869,0.2335,0,2025-05-21,24.8,2025-06-19,817.3,735.25,10.04,15,1,1,883.5,-3.76,1,0,2025-07-10,850.3,4.84,0,0,36,4.05,18.09,2025-07-11,853.95,0.6028,-3.89,-2.38,29.33,2025-09-17,-4.39,47,0,39.94,-17.09
ACC,L120,0,b1f27164dea2,0,3045,2016-08-31,1709.8,2016-11-21,1272.25,25.59,120,0.479,0.771,4.288e-05,0.693,0.45,0.929,0.2454,0,2017-02-16,47.12,2017-04-13,1660.15,1492.85,10.08,15,1,0,1762.8,-2.92,1,0,2017-05-08,1711.25,3.92,0,0,52,3.08,60.69,2017-05-09,1701.0,0.4341,2.16,6.38,-12.18,2017-06-30,-7.82,38,0,9.93,-12.78
ACC,L180,0,b1f27164dea2,0,3045,2016-08-05,1721.05,2016-11-21,1272.25,26.08,180,0.458,0.704,1.768e-05,0.695,0.417,0.873,0.196,0,2017-04-11,37.76,2017-04-13,1660.15,1492.85,10.08,15,1,0,1762.8,-2.92,1,0,2017-05-08,1711.25,3.92,0,0,17,3.08,60.69,2017-05-09,1701.0,0.2972,2.16,6.38,-12.18,2017-06-30,-7.82,38,0,9.93,-12.78
