date,invested_pct
2005-01-03,0.0
2005-01-04,0.0
2005-01-05,0.0
2005-01-06,0.0
2005-01-07,0.0
2005-01-10,0.0
2005-01-11,0.0
2005-01-12,0.0
2005-01-13,0.0
2005-01-14,0.0
2005-01-17,0.0
2005-01-18,0.0
2005-01-19,0.0
2005-01-20,0.0
2005-01-24,0.0
2005-01-25,0.0
2005-01-27,0.0
2005-01-28,0.0
2005-01-31,0.0
2005-02-01,0.0
2005-02-02,0.0
2005-02-03,0.0
2005-02-04,0.0
2005-02-07,0.0
2005-02-08,0.0
2005-02-09,0.0
2005-02-10,0.0
2005-02-11,0.0
2005-02-14,0.0
2005-02-15,0.0
2005-02-16,0.0
2005-02-17,0.0
2005-02-18,0.0
2005-02-21,0.0
2005-02-22,0.0
2005-02-23,6.1804
2005-02-24,6.298
2005-02-25,6.247
2005-02-28,6.498
2005-03-01,6.3343
2005-03-02,6.4252
2005-03-03,6.515
2005-03-04,6.4832
2005-03-07,6.5935
2005-03-08,6.5707
2005-03-09,6.5425
2005-03-10,6.7207
2005-03-11,6.6755
2005-03-14,6.651
2005-03-15,6.6291
2005-03-16,6.5965
2005-03-17,6.58
2005-03-18,6.5922
2005-03-21,6.5479
2005-03-22,6.2965
2005-03-23,5.9922
2005-03-24,0.0
2005-03-28,0.0
2005-03-29,0.0
2005-03-30,0.0
2005-03-31,0.0
2005-04-01,0.0
2005-04-04,0.0
2005-04-05,0.0
2005-04-06,0.0
2005-04-07,0.0
2005-04-08,0.0
2005-04-11,0.0
2005-04-12,0.0
2005-04-13,0.0
2005-04-15,0.0
2005-04-18,0.0
2005-04-19,0.0
2005-04-20,0.0
2005-04-21,0.0
2005-04-22,0.0
2005-04-25,0.0
2005-04-26,0.0
2005-04-27,0.0
2005-04-28,0.0
2005-04-29,0.0
2005-05-02,0.0
2005-05-03,0.0
2005-05-04,0.0
2005-05-05,0.0
2005-05-06,0.0
2005-05-09,0.0
2005-05-10,0.0
2005-05-11,0.0
2005-05-12,0.0
2005-05-13,0.0
2005-05-16,0.0
2005-05-17,0.0
2005-05-18,0.0
2005-05-19,0.0
2005-05-20,0.0
2005-05-23,6.4698
2005-05-24,6.6426
2005-05-25,6.4342
2005-05-26,6.4247
2005-05-27,12.873
2005-05-30,12.5603
2005-05-31,12.6714
2005-06-01,12.8728
2005-06-02,13.0169
2005-06-03,13.2903
2005-06-04,13.288
2005-06-06,19.3322
2005-06-07,26.0509
2005-06-08,25.9916
2005-06-09,38.1494
2005-06-10,37.4664
2005-06-13,43.9275
2005-06-14,44.0959
2005-06-15,44.1668
2005-06-16,55.8217
2005-06-17,55.4539
2005-06-20,55.2793
2005-06-21,61.8451
2005-06-22,68.1656
2005-06-23,80.6274
2005-06-24,80.6555
2005-06-27,80.7096
2005-06-28,80.3555
2005-06-29,80.5692
2005-06-30,74.9525
2005-07-01,75.3996
2005-07-04,82.1571
2005-07-05,88.1199
2005-07-06,88.3165
2005-07-07,94.1856
2005-07-08,94.309
2005-07-11,94.333
2005-07-12,94.3681
2005-07-13,94.3491
2005-07-14,94.31
2005-07-15,94.4298
2005-07-18,94.5013
2005-07-19,94.5622
2005-07-20,94.5931
2005-07-21,94.51
2005-07-22,94.5759
2005-07-25,94.5769
2005-07-26,94.5442
2005-07-27,94.5765
2005-07-29,94.5158
2005-08-01,94.5426
2005-08-02,94.6923
2005-08-03,94.6811
2005-08-04,94.6687
2005-08-05,94.7262
2005-08-08,94.6344
2005-08-09,94.5858
2005-08-10,94.7505
2005-08-11,94.7631
2005-08-12,94.7485
2005-08-16,94.7753
2005-08-17,94.8032
2005-08-18,94.728
2005-08-19,94.7867
2005-08-22,94.7293
2005-08-23,94.6115
2005-08-24,94.5663
2005-08-25,90.1749
2005-08-26,90.3671
2005-08-29,90.355
2005-08-30,90.399
2005-08-31,96.6929
2005-09-01,96.6898
2005-09-02,96.7162
2005-09-05,96.7146
2005-09-06,96.7274
2005-09-08,96.7526
2005-09-09,96.7317
2005-09-12,96.766
2005-09-13,96.787
2005-09-14,96.757
2005-09-15,96.8077
2005-09-16,96.8046
2005-09-19,96.811
2005-09-20,96.7756
2005-09-21,96.7019
2005-09-22,96.5179
2005-09-23,87.1856
2005-09-26,87.5714
2005-09-27,87.6417
2005-09-28,87.678
2005-09-29,87.6328
2005-09-30,87.6985
2005-10-03,87.888
2005-10-04,88.0096
2005-10-05,94.2047
2005-10-06,94.1028
2005-10-07,94.0891
2005-10-10,94.024
2005-10-11,87.9398
2005-10-13,87.7986
2005-10-14,87.563
2005-10-17,87.4891
2005-10-18,75.55
2005-10-19,66.3376
2005-10-20,53.9436
2005-10-21,48.3866
2005-10-24,53.7116
2005-10-25,53.7451
2005-10-26,53.6692
2005-10-27,53.1342
2005-10-28,46.758
2005-10-31,40.7614
2005-11-01,40.9155
2005-11-02,40.9131
2005-11-07,41.3923
2005-11-08,41.6036
2005-11-09,47.8411
2005-11-10,47.9695
2005-11-11,48.5443
2005-11-14,48.6628
2005-11-16,48.9537
2005-11-17,49.1947
2005-11-18,55.0672
2005-11-21,55.0874
2005-11-22,54.9991
2005-11-23,55.3317
2005-11-24,55.6038
2005-11-25,55.9446
2005-11-26,55.9527
2005-11-28,56.366
2005-11-29,62.5785
2005-11-30,62.0161
2005-12-01,62.7008
2005-12-02,75.1082
2005-12-05,81.1807
2005-12-06,81.1292
2005-12-07,87.4695
2005-12-08,87.7566
2005-12-09,94.0001
2005-12-12,94.0251
2005-12-13,94.0343
2005-12-14,94.0495
2005-12-15,93.9537
2005-12-16,94.0201
2005-12-19,94.0833
2005-12-20,94.0489
2005-12-21,94.0508
2005-12-22,94.0623
2005-12-23,94.011
2005-12-26,93.8468
2005-12-27,93.9749
2005-12-28,94.0024
2005-12-29,94.0282
2005-12-30,94.0935
2006-01-02,94.1096
2006-01-03,94.1925
2006-01-04,94.2629
2006-01-05,94.2247
2006-01-06,94.2184
2006-01-09,94.2279
2006-01-10,94.1634
2006-01-12,94.1831
2006-01-13,94.2141
2006-01-16,94.1638
2006-01-17,94.1564
2006-01-18,94.096
2006-01-19,94.1921
2006-01-20,94.2084
2006-01-23,94.1405
2006-01-24,94.147
2006-01-25,94.1166
2006-01-27,87.3595
2006-01-30,87.3038
2006-01-31,93.6465
2006-02-01,93.6196
2006-02-02,88.2923
2006-02-03,88.2355
2006-02-06,88.4114
2006-02-07,94.7867
2006-02-08,94.8554
2006-02-10,94.8913
2006-02-13,94.9867
2006-02-14,94.9604
2006-02-15,95.0109
2006-02-16,95.0684
2006-02-17,94.9599
2006-02-20,95.0244
2006-02-21,90.6883
2006-02-22,90.7262
2006-02-23,90.716
2006-02-24,90.6497
2006-02-27,90.6464
2006-02-28,90.6522
2006-03-01,90.8642
2006-03-02,90.9086
2006-03-03,97.173
2006-03-06,97.2562
2006-03-07,97.2717
2006-03-08,97.1949
2006-03-09,97.2194
2006-03-10,97.2581
2006-03-13,97.2509
2006-03-14,97.2347
2006-03-16,97.2726
2006-03-17,97.2946
2006-03-20,97.3175
2006-03-21,97.285
2006-03-22,97.2797
2006-03-23,97.314
2006-03-24,97.362
2006-03-27,97.3816
2006-03-28,97.3788
2006-03-29,97.3934
2006-03-30,97.3832
2006-03-31,97.416
2006-04-03,97.4997
2006-04-04,97.5138
2006-04-05,97.5762
2006-04-07,97.5442
2006-04-10,97.5682
2006-04-12,97.4988
2006-04-13,97.4258
2006-04-17,97.5065
2006-04-18,97.5528
2006-04-19,97.5857
2006-04-20,97.6163
2006-04-21,97.6105
2006-04-24,97.6032
2006-04-25,97.5489
2006-04-26,89.3867
2006-04-27,89.3095
2006-04-28,90.2261
2006-04-29,90.2358
2006-05-02,90.5394
2006-05-03,96.8494
2006-05-04,96.865
2006-05-05,96.8892
2006-05-08,96.9268
2006-05-09,96.9772
2006-05-10,97.0138
2006-05-11,96.9494
2006-05-12,96.8948
2006-05-15,96.7607
2006-05-16,96.7627
2006-05-17,96.879
2006-05-18,96.6129
2006-05-19,74.2882
2006-05-22,55.4145
2006-05-23,27.9199
2006-05-24,27.408
2006-05-25,18.6368
2006-05-26,18.916
2006-05-29,18.9363
2006-05-30,18.9574
2006-05-31,18.3192
2006-06-01,18.1159
2006-06-02,11.6605
2006-06-05,11.3809
2006-06-06,11.023
2006-06-07,5.7119
2006-06-08,0.0
2006-06-09,0.0
2006-06-12,0.0
2006-06-13,0.0
2006-06-14,0.0
2006-06-15,0.0
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,0.0
2006-06-21,0.0
2006-06-22,0.0
2006-06-23,0.0
2006-06-25,0.0
2006-06-26,0.0
2006-06-27,0.0
2006-06-28,0.0
2006-06-29,0.0
2006-06-30,0.0
2006-07-03,0.0
2006-07-04,0.0
2006-07-05,0.0
2006-07-06,0.0
2006-07-07,0.0
2006-07-10,0.0
2006-07-11,0.0
2006-07-12,0.0
2006-07-13,6.0053
2006-07-14,5.8926
2006-07-17,5.7449
2006-07-18,5.8258
2006-07-19,5.7403
2006-07-20,5.8849
2006-07-21,5.7298
2006-07-24,5.7597
2006-07-25,5.7567
2006-07-26,5.8756
2006-07-27,5.9148
2006-07-28,5.8191
2006-07-31,5.9032
2006-08-01,5.9101
2006-08-02,5.9379
2006-08-03,5.958
2006-08-04,5.9826
2006-08-07,5.9579
2006-08-08,5.9924
2006-08-09,6.0508
2006-08-10,6.0716
2006-08-11,6.1824
2006-08-14,6.2255
2006-08-16,6.2137
2006-08-17,18.3936
2006-08-18,18.4352
2006-08-21,18.5904
2006-08-22,24.6698
2006-08-23,24.4836
2006-08-24,24.5157
2006-08-25,24.5359
2006-08-28,30.6891
2006-08-29,30.7412
2006-08-30,30.7036
2006-08-31,36.2813
2006-09-01,36.5879
2006-09-04,43.1765
2006-09-05,49.5385
2006-09-06,49.4556
2006-09-07,55.377
2006-09-08,55.2454
2006-09-11,54.4472
2006-09-12,54.9151
2006-09-13,55.4639
2006-09-14,55.4559
2006-09-15,61.8564
2006-09-18,74.2794
2006-09-19,80.1586
2006-09-20,80.3166
2006-09-21,99.012
2006-09-22,99.0143
2006-09-25,99.0093
2006-09-26,99.0196
2006-09-27,99.0194
2006-09-28,99.0177
2006-09-29,99.0296
2006-10-03,99.0237
2006-10-04,99.0133
2006-10-05,99.0274
2006-10-06,99.0277
2006-10-09,99.0321
2006-10-10,99.0305
2006-10-11,99.0252
2006-10-12,99.0421
2006-10-13,99.0464
2006-10-16,99.0522
2006-10-17,99.0521
2006-10-18,99.0547
2006-10-19,99.0465
2006-10-20,99.0467
2006-10-21,98.9971
2006-10-23,93.8684
2006-10-26,93.9559
2006-10-27,94.0492
2006-10-30,94.067
2006-10-31,94.0979
2006-11-01,94.1447
2006-11-02,94.1687
2006-11-03,94.1731
2006-11-06,94.1856
2006-11-07,94.1701
2006-11-08,94.1363
2006-11-09,94.1465
2006-11-10,94.2129
2006-11-13,94.2855
2006-11-14,94.2944
2006-11-15,94.3352
2006-11-16,94.3356
2006-11-17,94.2977
2006-11-20,94.2965
2006-11-21,94.4037
2006-11-22,94.4461
2006-11-23,94.4507
2006-11-24,94.472
2006-11-27,94.4385
2006-11-28,89.2843
2006-11-29,95.6148
2006-11-30,95.6415
2006-12-01,95.7451
2006-12-04,95.7456
2006-12-05,95.7345
2006-12-06,95.6828
2006-12-07,95.6782
2006-12-08,95.7027
2006-12-11,95.5447
2006-12-12,81.8561
2006-12-13,55.37
2006-12-14,55.9371
2006-12-15,56.3762
2006-12-18,62.6248
2006-12-19,62.2431
2006-12-20,68.3678
2006-12-21,68.306
2006-12-22,61.4175
2006-12-26,61.7184
2006-12-27,61.8904
2006-12-28,68.4905
2006-12-29,68.5701
2007-01-02,68.9889
2007-01-03,94.2096
2007-01-04,94.1903
2007-01-05,94.1998
2007-01-08,94.2485
2007-01-09,94.2766
2007-01-10,94.271
2007-01-11,94.404
2007-01-12,94.579
2007-01-15,94.6449
2007-01-16,94.6674
2007-01-17,94.6674
2007-01-18,94.6305
2007-01-19,94.5939
2007-01-22,94.659
2007-01-23,94.6611
2007-01-24,94.6849
2007-01-25,94.7845
2007-01-29,94.8029
2007-01-31,94.7741
2007-02-01,94.8407
2007-02-02,94.8906
2007-02-05,95.0027
2007-02-06,95.0183
2007-02-07,95.01
2007-02-08,95.0336
2007-02-09,94.9403
2007-02-12,94.7926
2007-02-13,94.813
2007-02-14,94.8625
2007-02-15,95.0061
2007-02-19,95.0384
2007-02-20,94.9955
2007-02-21,95.0363
2007-02-22,95.0033
2007-02-23,94.8809
2007-02-26,94.8599
2007-02-27,89.7434
2007-02-28,89.4616
2007-03-01,83.8573
2007-03-02,83.8429
2007-03-05,83.1427
2007-03-06,69.5976
2007-03-07,62.9137
2007-03-08,57.9546
2007-03-09,57.7673
2007-03-12,58.0583
2007-03-13,58.8336
2007-03-14,58.2264
2007-03-15,58.3283
2007-03-16,58.2143
2007-03-19,58.3658
2007-03-20,58.3595
2007-03-21,58.3917
2007-03-22,58.7332
2007-03-23,58.7653
2007-03-26,58.704
2007-03-28,58.468
2007-03-29,58.764
2007-03-30,59.3479
2007-04-02,61.4847
2007-04-03,61.7961
2007-04-04,62.3635
2007-04-05,62.567
2007-04-09,63.0866
2007-04-10,63.9556
2007-04-11,63.8348
2007-04-12,63.8497
2007-04-13,64.1122
2007-04-16,64.4615
2007-04-17,64.1669
2007-04-18,64.4049
2007-04-19,64.368
2007-04-20,64.5557
2007-04-23,64.5965
2007-04-24,64.5988
2007-04-25,65.1232
2007-04-26,65.2829
2007-04-27,65.0284
2007-04-30,65.2022
2007-05-03,65.1766
2007-05-04,57.5417
2007-05-07,57.402
2007-05-08,57.1718
2007-05-09,57.4816
2007-05-10,57.2579
2007-05-11,57.305
2007-05-14,64.4968
2007-05-15,64.2991
2007-05-16,64.6168
2007-05-17,83.6308
2007-05-18,83.8161
2007-05-21,84.0305
2007-05-22,84.0842
2007-05-23,96.415
2007-05-24,96.3923
2007-05-25,96.3724
2007-05-28,96.4023
2007-05-29,96.4488
2007-05-30,96.3739
2007-05-31,96.3739
2007-06-01,96.4297
2007-06-04,96.3824
2007-06-05,96.4152
2007-06-06,96.3417
2007-06-07,96.3575
2007-06-08,96.3369
2007-06-11,96.3151
2007-06-12,96.2771
2007-06-13,96.2728
2007-06-14,90.8161
2007-06-15,90.876
2007-06-18,97.0625
2007-06-19,97.1206
2007-06-20,97.1569
2007-06-21,97.1593
2007-06-22,97.1418
2007-06-25,97.1172
2007-06-26,97.1476
2007-06-27,97.1443
2007-06-28,97.1329
2007-06-29,97.1792
2007-07-02,97.2009
2007-07-03,97.215
2007-07-04,97.1986
2007-07-05,97.1828
2007-07-06,97.1781
2007-07-09,97.2243
2007-07-10,97.2123
2007-07-11,97.2409
2007-07-12,97.2858
2007-07-13,97.2861
2007-07-16,88.3155
2007-07-17,94.5421
2007-07-18,94.5201
2007-07-19,94.5523
2007-07-20,94.5225
2007-07-23,94.5481
2007-07-24,94.5541
2007-07-25,94.498
2007-07-26,94.5031
2007-07-27,94.3988
2007-07-30,88.2455
2007-07-31,83.6765
2007-08-01,83.1461
2007-08-02,83.3923
2007-08-03,83.5086
2007-08-06,83.3075
2007-08-07,83.3102
2007-08-08,83.4841
2007-08-09,83.2789
2007-08-10,75.2935
2007-08-13,75.4404
2007-08-14,75.3639
2007-08-16,74.581
2007-08-17,60.7838
2007-08-20,53.5775
2007-08-21,52.8626
2007-08-22,33.1657
2007-08-23,38.4387
2007-08-24,39.1038
2007-08-27,39.3492
2007-08-28,39.499
2007-08-29,39.4587
2007-08-30,39.6033
2007-08-31,40.42
2007-09-03,40.8002
2007-09-04,53.4654
2007-09-05,59.6017
2007-09-06,66.0511
2007-09-07,65.7462
2007-09-10,65.9626
2007-09-11,72.0785
2007-09-12,84.7158
2007-09-13,84.7538
2007-09-14,90.6843
2007-09-17,90.729
2007-09-18,90.7867
2007-09-19,90.8826
2007-09-20,97.1732
2007-09-21,97.2113
2007-09-24,97.2308
2007-09-25,97.2266
2007-09-26,97.2448
2007-09-27,97.2413
2007-09-28,97.3454
2007-10-01,97.3722
2007-10-03,97.3691
2007-10-04,97.3777
2007-10-05,97.3191
2007-10-08,97.1848
2007-10-09,91.0199
2007-10-10,91.0752
2007-10-11,97.4364
2007-10-12,97.4286
2007-10-15,97.5445
2007-10-16,97.5792
2007-10-17,97.5123
2007-10-18,97.4038
2007-10-19,86.1841
2007-10-22,86.3547
2007-10-23,86.961
2007-10-24,87.1136
2007-10-25,99.8108
2007-10-26,99.8171
2007-10-29,99.823
2007-10-30,99.8238
2007-10-31,99.8258
2007-11-01,99.8198
2007-11-02,99.8221
2007-11-05,99.8224
2007-11-06,99.8217
2007-11-07,99.8228
2007-11-08,99.8204
2007-11-09,99.8211
2007-11-12,99.8225
2007-11-13,95.1485
2007-11-14,95.2712
2007-11-15,95.4114
2007-11-16,95.5007
2007-11-19,95.6619
2007-11-20,95.5699
2007-11-21,95.247
2007-11-22,95.2178
2007-11-23,95.3696
2007-11-26,95.5083
2007-11-27,95.4594
2007-11-28,95.4779
2007-11-29,95.4632
2007-11-30,95.5985
2007-12-03,95.6588
2007-12-04,95.7352
2007-12-05,95.8764
2007-12-06,95.8928
2007-12-07,95.8392
2007-12-10,95.8827
2007-12-11,95.8618
2007-12-12,95.9017
2007-12-13,95.8992
2007-12-14,95.9258
2007-12-17,95.7248
2007-12-18,95.726
2007-12-19,95.7656
2007-12-20,95.7549
2007-12-24,95.8412
2007-12-26,95.9544
2007-12-27,95.9507
2007-12-28,95.9855
2007-12-31,96.0647
2008-01-01,96.1035
2008-01-02,96.1679
2008-01-03,96.1405
2008-01-04,96.1262
2008-01-07,96.0863
2008-01-08,95.968
2008-01-09,95.981
2008-01-10,95.8402
2008-01-11,95.8519
2008-01-14,91.723
2008-01-15,91.5306
2008-01-16,91.4628
2008-01-17,91.5915
2008-01-18,91.1461
2008-01-21,70.8677
2008-01-22,32.3811
2008-01-23,10.4512
2008-01-24,10.3193
2008-01-25,10.6835
2008-01-28,10.3783
2008-01-29,9.9309
2008-01-30,9.4729
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-18,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,0.0
2008-02-28,0.0
2008-02-29,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,0.0
